ProductKey,CustomerKey,OrderDateKey,SalesTerritoryKey,SalesOrderNumber,OrderQuantity,UnitPrice,DiscountAmount,ProductStandardCost,SalesAmount,Profit,TaxAmt
373,13190,20190110,4,SO46785,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
354,26201,20190110,4,SO46786,1,2071.4196,0,1117.8559,2071.4196,953.5637,165.7136
333,15195,20190110,4,SO46787,1,782.99,0,486.7066,782.99,296.2834,62.6392
358,12342,20190110,9,SO46788,1,2049.0982,0,1105.81,2049.0982,943.2882,163.9279
358,28506,20190111,7,SO46789,1,2049.0982,0,1105.81,2049.0982,943.2882,163.9279
379,12930,20190111,1,SO46790,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
369,13016,20190111,1,SO46791,1,2443.35,0,1518.7864,2443.35,924.5636,195.468
373,13083,20190111,1,SO46792,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
375,13214,20190111,1,SO46793,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
373,24977,20190111,6,SO46794,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
362,26234,20190111,4,SO46795,1,2049.0982,0,1105.81,2049.0982,943.2882,163.9279
360,26247,20190111,4,SO46796,1,2049.0982,0,1105.81,2049.0982,943.2882,163.9279
371,21197,20190111,9,SO46797,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
368,21201,20190111,9,SO46798,1,2443.35,0,1518.7864,2443.35,924.5636,195.468
371,13662,20190112,7,SO46799,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
370,13019,20190112,4,SO46800,1,2443.35,0,1518.7864,2443.35,924.5636,195.468
368,25094,20190112,6,SO46801,1,2443.35,0,1518.7864,2443.35,924.5636,195.468
337,15188,20190112,1,SO46802,1,782.99,0,486.7066,782.99,296.2834,62.6392
379,13595,20190113,7,SO46803,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
323,19052,20190113,7,SO46804,1,782.99,0,486.7066,782.99,296.2834,62.6392
373,13055,20190113,1,SO46805,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
370,21195,20190113,9,SO46806,1,2443.35,0,1518.7864,2443.35,924.5636,195.468
354,12339,20190113,9,SO46807,1,2071.4196,0,1117.8559,2071.4196,953.5637,165.7136
360,12347,20190113,9,SO46808,1,2049.0982,0,1105.81,2049.0982,943.2882,163.9279
371,13766,20190114,7,SO46809,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
370,15622,20190114,8,SO46810,1,2443.35,0,1518.7864,2443.35,924.5636,195.468
369,12941,20190114,1,SO46811,1,2443.35,0,1518.7864,2443.35,924.5636,195.468
371,13069,20190114,1,SO46812,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
379,13152,20190114,4,SO46813,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
371,13165,20190114,4,SO46814,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
375,25093,20190114,6,SO46815,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
370,13230,20190114,1,SO46816,1,2443.35,0,1518.7864,2443.35,924.5636,195.468
356,26121,20190114,4,SO46817,1,2071.4196,0,1117.8559,2071.4196,953.5637,165.7136
369,21211,20190114,9,SO46818,1,2443.35,0,1518.7864,2443.35,924.5636,195.468
368,21001,20190114,9,SO46819,1,2443.35,0,1518.7864,2443.35,924.5636,195.468
352,28510,20190115,7,SO46820,1,2071.4196,0,1117.8559,2071.4196,953.5637,165.7136
377,24824,20190115,6,SO46821,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
325,15155,20190115,4,SO46822,1,782.99,0,486.7066,782.99,296.2834,62.6392
323,15193,20190115,4,SO46823,1,782.99,0,486.7066,782.99,296.2834,62.6392
385,24608,20190115,9,SO46824,1,1000.4375,0,605.6492,1000.4375,394.7883,80.035
354,12574,20190115,9,SO46825,1,2071.4196,0,1117.8559,2071.4196,953.5637,165.7136
360,12575,20190115,9,SO46826,1,2049.0982,0,1105.81,2049.0982,943.2882,163.9279
373,13799,20190116,7,SO46827,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
385,13990,20190116,1,SO46828,1,1000.4375,0,605.6492,1000.4375,394.7883,80.035
369,24786,20190116,6,SO46829,1,2443.35,0,1518.7864,2443.35,924.5636,195.468
337,19910,20190116,8,SO46830,1,782.99,0,486.7066,782.99,296.2834,62.6392
369,13066,20190116,1,SO46831,1,2443.35,0,1518.7864,2443.35,924.5636,195.468
352,20188,20190116,6,SO46832,1,2071.4196,0,1117.8559,2071.4196,953.5637,165.7136
354,12360,20190116,9,SO46833,1,2071.4196,0,1117.8559,2071.4196,953.5637,165.7136
379,12923,20190116,4,SO46834,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
371,13768,20190117,7,SO46835,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
377,13769,20190117,7,SO46836,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
381,14003,20190117,1,SO46837,1,1000.4375,0,605.6492,1000.4375,394.7883,80.035
375,12922,20190117,4,SO46838,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
375,24817,20190117,6,SO46839,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
369,13058,20190117,4,SO46840,1,2443.35,0,1518.7864,2443.35,924.5636,195.468
371,13174,20190117,1,SO46841,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
321,15166,20190117,4,SO46842,1,782.99,0,486.7066,782.99,296.2834,62.6392
375,21168,20190117,9,SO46843,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
358,12343,20190117,9,SO46844,1,2049.0982,0,1105.81,2049.0982,943.2882,163.9279
358,11603,20190118,10,SO46845,1,2049.0982,0,1105.81,2049.0982,943.2882,163.9279
373,13575,20190118,7,SO46846,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
371,13793,20190118,7,SO46847,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
371,16201,20190118,10,SO46848,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
370,24960,20190118,6,SO46849,1,2443.35,0,1518.7864,2443.35,924.5636,195.468
370,13221,20190118,4,SO46850,1,2443.35,0,1518.7864,2443.35,924.5636,195.468
360,20209,20190118,6,SO46851,1,2049.0982,0,1105.81,2049.0982,943.2882,163.9279
333,15194,20190118,4,SO46852,1,782.99,0,486.7066,782.99,296.2834,62.6392
368,21192,20190118,9,SO46853,1,2443.35,0,1518.7864,2443.35,924.5636,195.468
375,20997,20190118,9,SO46854,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
379,15117,20190119,8,SO46855,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
370,12935,20190119,4,SO46856,1,2443.35,0,1518.7864,2443.35,924.5636,195.468
371,13064,20190119,1,SO46857,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
370,13067,20190119,1,SO46858,1,2443.35,0,1518.7864,2443.35,924.5636,195.468
370,13205,20190119,4,SO46859,1,2443.35,0,1518.7864,2443.35,924.5636,195.468
371,21180,20190119,9,SO46860,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
377,21214,20190119,9,SO46861,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
362,11550,20190120,10,SO46862,1,2049.0982,0,1105.81,2049.0982,943.2882,163.9279
362,11575,20190120,10,SO46863,1,2049.0982,0,1105.81,2049.0982,943.2882,163.9279
373,16045,20190120,10,SO46864,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
375,15456,20190120,8,SO46865,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
369,12981,20190120,4,SO46866,1,2443.35,0,1518.7864,2443.35,924.5636,195.468
377,13029,20190120,1,SO46867,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
369,13189,20190120,4,SO46868,1,2443.35,0,1518.7864,2443.35,924.5636,195.468
379,13577,20190121,7,SO46869,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
368,13605,20190121,7,SO46870,1,2443.35,0,1518.7864,2443.35,924.5636,195.468
370,13800,20190121,7,SO46871,1,2443.35,0,1518.7864,2443.35,924.5636,195.468
385,19186,20190121,10,SO46872,1,1000.4375,0,605.6492,1000.4375,394.7883,80.035
377,21167,20190121,9,SO46873,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
381,24606,20190121,9,SO46874,1,1000.4375,0,605.6492,1000.4375,394.7883,80.035
362,11470,20190122,8,SO46875,1,2049.0982,0,1105.81,2049.0982,943.2882,163.9279
375,15084,20190122,8,SO46876,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
370,12926,20190122,4,SO46877,1,2443.35,0,1518.7864,2443.35,924.5636,195.468
369,25061,20190122,6,SO46878,1,2443.35,0,1518.7864,2443.35,924.5636,195.468
379,13224,20190122,1,SO46879,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
335,15167,20190122,1,SO46880,1,782.99,0,486.7066,782.99,296.2834,62.6392
354,12572,20190122,9,SO46881,1,2071.4196,0,1117.8559,2071.4196,953.5637,165.7136
343,25960,20190122,9,SO46882,1,782.99,0,486.7066,782.99,296.2834,62.6392
352,26241,20190122,4,SO46883,1,2071.4196,0,1117.8559,2071.4196,953.5637,165.7136
368,13565,20190123,7,SO46884,1,2443.35,0,1518.7864,2443.35,924.5636,195.468
373,15933,20190123,10,SO46885,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
377,28669,20190123,6,SO46886,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
362,12340,20190123,9,SO46887,1,2049.0982,0,1105.81,2049.0982,943.2882,163.9279
325,26021,20190123,9,SO46888,1,782.99,0,486.7066,782.99,296.2834,62.6392
383,19173,20190124,10,SO46889,1,1000.4375,0,605.6492,1000.4375,394.7883,80.035
368,12921,20190124,4,SO46890,1,2443.35,0,1518.7864,2443.35,924.5636,195.468
325,20592,20190124,10,SO46891,1,782.99,0,486.7066,782.99,296.2834,62.6392
370,13086,20190124,1,SO46892,1,2443.35,0,1518.7864,2443.35,924.5636,195.468
369,28659,20190124,6,SO46893,1,2443.35,0,1518.7864,2443.35,924.5636,195.468
356,26120,20190124,4,SO46894,1,2071.4196,0,1117.8559,2071.4196,953.5637,165.7136
354,26183,20190124,4,SO46895,1,2071.4196,0,1117.8559,2071.4196,953.5637,165.7136
333,15189,20190124,1,SO46896,1,782.99,0,486.7066,782.99,296.2834,62.6392
368,21179,20190124,9,SO46897,1,2443.35,0,1518.7864,2443.35,924.5636,195.468
369,21205,20190124,9,SO46898,1,2443.35,0,1518.7864,2443.35,924.5636,195.468
381,13999,20190125,4,SO46899,1,1000.4375,0,605.6492,1000.4375,394.7883,80.035
375,21194,20190125,9,SO46900,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
375,21203,20190125,9,SO46901,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
375,21000,20190125,9,SO46902,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
354,12353,20190125,9,SO46903,1,2071.4196,0,1117.8559,2071.4196,953.5637,165.7136
387,17080,20190126,7,SO46904,1,1000.4375,0,605.6492,1000.4375,394.7883,80.035
375,16053,20190126,10,SO46905,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
368,12950,20190126,1,SO46906,1,2443.35,0,1518.7864,2443.35,924.5636,195.468
368,13087,20190126,1,SO46907,1,2443.35,0,1518.7864,2443.35,924.5636,195.468
370,21189,20190126,9,SO46908,1,2443.35,0,1518.7864,2443.35,924.5636,195.468
379,20998,20190126,9,SO46909,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
331,20710,20190127,10,SO46910,1,782.99,0,486.7066,782.99,296.2834,62.6392
377,24832,20190127,6,SO46911,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
377,13177,20190127,1,SO46912,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
375,13212,20190127,4,SO46913,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
356,26245,20190127,4,SO46914,1,2071.4196,0,1117.8559,2071.4196,953.5637,165.7136
362,26276,20190127,1,SO46915,1,2049.0982,0,1105.81,2049.0982,943.2882,163.9279
329,15196,20190127,4,SO46916,1,782.99,0,486.7066,782.99,296.2834,62.6392
371,21202,20190127,9,SO46917,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
343,26022,20190127,9,SO46918,1,782.99,0,486.7066,782.99,296.2834,62.6392
362,11481,20190127,8,SO46919,1,2049.0982,0,1105.81,2049.0982,943.2882,163.9279
362,11609,20190128,10,SO46920,1,2049.0982,0,1105.81,2049.0982,943.2882,163.9279
371,15454,20190128,8,SO46921,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
368,13088,20190128,1,SO46922,1,2443.35,0,1518.7864,2443.35,924.5636,195.468
369,13176,20190128,4,SO46923,1,2443.35,0,1518.7864,2443.35,924.5636,195.468
375,13203,20190128,1,SO46924,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
373,21165,20190128,9,SO46925,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
377,21169,20190128,9,SO46926,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
362,12348,20190128,9,SO46927,1,2049.0982,0,1105.81,2049.0982,943.2882,163.9279
356,12358,20190128,9,SO46928,1,2071.4196,0,1117.8559,2071.4196,953.5637,165.7136
370,13246,20190129,4,SO47068,1,2443.35,0,1518.7864,2443.35,924.5636,195.468
383,14017,20190129,4,SO47069,1,1000.4375,0,605.6492,1000.4375,394.7883,80.035
387,14025,20190129,1,SO47070,1,1000.4375,0,605.6492,1000.4375,394.7883,80.035
369,15667,20190129,8,SO47071,1,2443.35,0,1518.7864,2443.35,924.5636,195.468
341,20062,20190129,8,SO47072,1,782.99,0,486.7066,782.99,296.2834,62.6392
369,25287,20190129,6,SO47073,1,2443.35,0,1518.7864,2443.35,924.5636,195.468
362,26293,20190129,1,SO47074,1,2049.0982,0,1105.81,2049.0982,943.2882,163.9279
360,12685,20190129,9,SO47075,1,2049.0982,0,1105.81,2049.0982,943.2882,163.9279
362,12588,20190129,9,SO47076,1,2049.0982,0,1105.81,2049.0982,943.2882,163.9279
369,16329,20190130,10,SO47077,1,2443.35,0,1518.7864,2443.35,924.5636,195.468
375,13248,20190130,1,SO47078,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
375,13359,20190130,4,SO47079,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
360,26302,20190130,4,SO47080,1,2049.0982,0,1105.81,2049.0982,943.2882,163.9279
341,15203,20190130,4,SO47081,1,782.99,0,486.7066,782.99,296.2834,62.6392
323,15254,20190130,5,SO47082,1,782.99,0,486.7066,782.99,296.2834,62.6392
329,15288,20190130,4,SO47083,1,782.99,0,486.7066,782.99,296.2834,62.6392
370,21561,20190130,9,SO47084,1,2443.35,0,1518.7864,2443.35,924.5636,195.468
379,16311,20190131,10,SO47085,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
373,13378,20190131,4,SO47086,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
377,13383,20190131,1,SO47087,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
369,13274,20190131,1,SO47088,1,2443.35,0,1518.7864,2443.35,924.5636,195.468
341,15284,20190131,4,SO47089,1,782.99,0,486.7066,782.99,296.2834,62.6392
377,21394,20190131,9,SO47090,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
354,28532,20190201,7,SO47091,1,2071.4196,0,1117.8559,2071.4196,953.5637,165.7136
369,28802,20190201,6,SO47092,1,2443.35,0,1518.7864,2443.35,924.5636,195.468
369,13380,20190201,4,SO47093,1,2443.35,0,1518.7864,2443.35,924.5636,195.468
377,15664,20190201,8,SO47094,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
370,25095,20190201,6,SO47095,1,2443.35,0,1518.7864,2443.35,924.5636,195.468
354,26283,20190201,4,SO47096,1,2071.4196,0,1117.8559,2071.4196,953.5637,165.7136
370,21257,20190201,9,SO47097,1,2443.35,0,1518.7864,2443.35,924.5636,195.468
360,12667,20190201,9,SO47098,1,2049.0982,0,1105.81,2049.0982,943.2882,163.9279
325,26134,20190201,9,SO47099,1,782.99,0,486.7066,782.99,296.2834,62.6392
360,11612,20190202,10,SO47100,1,2049.0982,0,1105.81,2049.0982,943.2882,163.9279
371,16260,20190202,10,SO47101,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
370,13424,20190202,1,SO47102,1,2443.35,0,1518.7864,2443.35,924.5636,195.468
368,13369,20190202,1,SO47103,1,2443.35,0,1518.7864,2443.35,924.5636,195.468
379,13279,20190202,4,SO47104,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
371,13319,20190202,1,SO47105,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
369,25361,20190202,6,SO47106,1,2443.35,0,1518.7864,2443.35,924.5636,195.468
352,11616,20190203,10,SO47107,1,2071.4196,0,1117.8559,2071.4196,953.5637,165.7136
369,13839,20190203,7,SO47108,1,2443.35,0,1518.7864,2443.35,924.5636,195.468
375,28819,20190203,6,SO47109,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
370,28850,20190203,6,SO47110,1,2443.35,0,1518.7864,2443.35,924.5636,195.468
369,25100,20190203,6,SO47111,1,2443.35,0,1518.7864,2443.35,924.5636,195.468
356,20318,20190203,6,SO47112,1,2071.4196,0,1117.8559,2071.4196,953.5637,165.7136
343,15255,20190203,4,SO47113,1,782.99,0,486.7066,782.99,296.2834,62.6392
373,21387,20190203,9,SO47114,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
370,21393,20190203,9,SO47115,1,2443.35,0,1518.7864,2443.35,924.5636,195.468
387,24611,20190203,9,SO47116,1,1000.4375,0,605.6492,1000.4375,394.7883,80.035
354,12586,20190203,9,SO47117,1,2071.4196,0,1117.8559,2071.4196,953.5637,165.7136
362,28541,20190203,7,SO47118,1,2049.0982,0,1105.81,2049.0982,943.2882,163.9279
368,16275,20190204,10,SO47119,1,2443.35,0,1518.7864,2443.35,924.5636,195.468
381,14006,20190204,4,SO47120,1,1000.4375,0,605.6492,1000.4375,394.7883,80.035
375,28832,20190204,6,SO47121,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
371,13362,20190204,4,SO47122,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
371,25408,20190204,6,SO47123,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
371,13384,20190204,1,SO47124,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
375,13325,20190204,4,SO47125,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
371,13326,20190204,4,SO47126,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
371,21258,20190204,9,SO47127,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
368,21556,20190204,9,SO47128,1,2443.35,0,1518.7864,2443.35,924.5636,195.468
352,12677,20190204,9,SO47129,1,2071.4196,0,1117.8559,2071.4196,953.5637,165.7136
375,16406,20190205,10,SO47130,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
371,13243,20190205,1,SO47131,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
375,13283,20190205,1,SO47132,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
379,13357,20190205,4,SO47133,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
354,26296,20190205,1,SO47134,1,2071.4196,0,1117.8559,2071.4196,953.5637,165.7136
343,27027,20190205,6,SO47135,1,782.99,0,486.7066,782.99,296.2834,62.6392
379,21389,20190205,9,SO47136,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
371,13348,20190205,4,SO47137,1,2181.5625,0,1320.6838,2181.5625,860.8787,174.525
